id,permalink,userUrl,author_name,fullname,avatar,verified,text,html,isRetweet,retweetedBy,replyingTo,relativeTime,displayTime,createdAt,images,links,comments,retweets,likes,Views,bank_ext,post,posttype,Sentiment,uae_time,ddmmyyyy
2035046875502412154,https://x.com/EmiratesNBD_AE/status/2035046875502412154,https://x.com/EmiratesNBD_AE,EmiratesNBD_AE,Emirates NBD,https://pbs.twimg.com/profile_images/1762427651271110656/jOUBidn8_bigger.jpg,,"@HarbAlhanini We sincerely regret for the inconvenience To be able to assist further, we kindly request you to reach out to us at
 social@emiratesnbd.com
 quoting case #986459 in the subject line of the email from your registered email address We will make every effort to address the matter promptly and provide the necessary support. Thanks","<a href=""/HarbAlhanini"" title=""Harb Alhanini"">@HarbAlhanini</a> We sincerely regret for the inconvenience To be able to assist further, we kindly request you to reach out to us at
 social@emiratesnbd.com
 quoting case #986459 in the subject line of the email from your registered email address We will make every effort to address the matter promptly and provide the necessary support. Thanks",False,,,Mar 20,"Mar 20, 2026 · 5:32 PM UTC",2026-03-20 17:32:00+00:00,,['https://x.com/HarbAlhanini'],0,0,2,1421,ENBD,"We sincerely regret the inconvenience. To assist you further, we kindly request you to reach out to us at social@emiratesnbd.com, quoting case #986459 in the subject line of the email from your registered email address. We will make every effort to address the matter promptly and provide the necessary support. Thanks.",Bank,Neutral,2026-03-20 21:32:00+04:00,20-03-2026
2034902764988273130,https://x.com/EmiratesNBD_AE/status/2034902764988273130,https://x.com/EmiratesNBD_AE,EmiratesNBD_AE,Emirates NBD,https://pbs.twimg.com/profile_images/1762427651271110656/jOUBidn8_bigger.jpg,,"Do you check website URLs before entering card details?

Stay safe. Stay vigilant. #UnitedAgainstFraud

emiratesnbd.com/en/campaigns…","Do you check website URLs before entering card details?

Stay safe. Stay vigilant. <a href=""/search?f=tweets&amp;q=%23UnitedAgainstFraud"">#UnitedAgainstFraud</a>

<a href=""https://www.emiratesnbd.com/en/campaigns/united-against-fraud"">emiratesnbd.com/en/campaigns…</a>",False,,,Mar 20,"Mar 20, 2026 · 8:00 AM UTC",2026-03-20 08:00:00+00:00,,"['https://x.com/search?f=tweets&q=%23UnitedAgainstFraud', 'https://www.emiratesnbd.com/en/campaigns/united-against-fraud']",0,0,0,582,ENBD,"Do you check website URLs before entering card details?

Stay safe. Stay vigilant. #UnitedAgainstFraud

emiratesnbd.com/en/campaigns…",Bank,Neutral,2026-03-20 12:00:00+04:00,20-03-2026
2035957508989444417,https://x.com/parulghalout/status/2035957508989444417,https://x.com/parulghalout,parulghalout,parul ghalout,https://pbs.twimg.com/profile_images/589412760515031040/ehckyrV3_bigger.jpg,,Exchanger volunteer program @skrana111 @krahman_4 @Shilpa4669,"Exchanger volunteer program <a href=""/skrana111"" title=""sandeep kumar"">@skrana111</a> <a href=""/krahman_4"" title=""Kinza Rehman"">@krahman_4</a> <a href=""/Shilpa4669"" title=""Shilpa Jain"">@Shilpa4669</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:51 AM UTC",2026-03-23 05:51:00+00:00,,"['https://x.com/skrana111', 'https://x.com/krahman_4', 'https://x.com/Shilpa4669']",0,0,0,1,ENBD,Exchanger volunteer program,Cust,Neutral,2026-03-23 09:51:00+04:00,23-03-2026
2035957290990498203,https://x.com/parulghalout/status/2035957290990498203,https://x.com/parulghalout,parulghalout,parul ghalout,https://pbs.twimg.com/profile_images/589412760515031040/ehckyrV3_bigger.jpg,,Via the ENBD X Mobile App.  @Shilpa4669 @mnsadiq84 @FazilAnas,"Via the ENBD X Mobile App.  <a href=""/Shilpa4669"" title=""Shilpa Jain"">@Shilpa4669</a> <a href=""/mnsadiq84"" title=""naveed sadiq"">@mnsadiq84</a> <a href=""/FazilAnas"" title=""Tosifmuhammad 🇦🇪"">@FazilAnas</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:50 AM UTC",2026-03-23 05:50:00+00:00,,"['https://x.com/Shilpa4669', 'https://x.com/mnsadiq84', 'https://x.com/FazilAnas']",0,0,0,5,ENBD,Through the ENBD X Mobile App.,Cust,Neutral,2026-03-23 09:50:00+04:00,23-03-2026
2035956707604705316,https://x.com/Sosomostafa729S/status/2035956707604705316,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,Exchanger volunteer program @parulghalout @semeet @SelmaRomola,"Exchanger volunteer program <a href=""/parulghalout"" title=""parul ghalout"">@parulghalout</a> <a href=""/semeet"" title=""seema shelat"">@semeet</a> <a href=""/SelmaRomola"" title=""Selma Romola"">@SelmaRomola</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:47 AM UTC",2026-03-23 05:47:00+00:00,,"['https://x.com/parulghalout', 'https://x.com/semeet', 'https://x.com/SelmaRomola']",0,0,0,5,ENBD,Exchanger volunteer program,Cust,Neutral,2026-03-23 09:47:00+04:00,23-03-2026
2035956637853421634,https://x.com/Sosomostafa729S/status/2035956637853421634,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,Exchanger volunteer program @semeet @ibushra_03 @Salma2232019,"Exchanger volunteer program <a href=""/semeet"" title=""seema shelat"">@semeet</a> <a href=""/ibushra_03"" title=""Bushra Muhammad 🇦🇪"">@ibushra_03</a> <a href=""/Salma2232019"" title=""Salma"">@Salma2232019</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:47 AM UTC",2026-03-23 05:47:00+00:00,,"['https://x.com/semeet', 'https://x.com/ibushra_03', 'https://x.com/Salma2232019']",0,0,0,2,ENBD,Exchanger volunteer program,Cust,Neutral,2026-03-23 09:47:00+04:00,23-03-2026
2035956572711710976,https://x.com/Sosomostafa729S/status/2035956572711710976,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,Exchanger volunteer program @Emy191990 @Salma2232019 @SelmaRomola,"Exchanger volunteer program <a href=""/Emy191990"" title=""Eman Mohamed"">@Emy191990</a> <a href=""/Salma2232019"" title=""Salma"">@Salma2232019</a> <a href=""/SelmaRomola"" title=""Selma Romola"">@SelmaRomola</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:47 AM UTC",2026-03-23 05:47:00+00:00,,"['https://x.com/Emy191990', 'https://x.com/Salma2232019', 'https://x.com/SelmaRomola']",0,0,0,3,ENBD,Exchanger volunteer program,Cust,Neutral,2026-03-23 09:47:00+04:00,23-03-2026
2035956477169631536,https://x.com/Sosomostafa729S/status/2035956477169631536,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,Exchanger volunteer program @Salma2232019 @Emy191990 @parulghalout,"Exchanger volunteer program <a href=""/Salma2232019"" title=""Salma"">@Salma2232019</a> <a href=""/Emy191990"" title=""Eman Mohamed"">@Emy191990</a> <a href=""/parulghalout"" title=""parul ghalout"">@parulghalout</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:47 AM UTC",2026-03-23 05:47:00+00:00,,"['https://x.com/Salma2232019', 'https://x.com/Emy191990', 'https://x.com/parulghalout']",0,0,0,2,ENBD,Exchanger volunteer program,Cust,Neutral,2026-03-23 09:47:00+04:00,23-03-2026
2035956416520069280,https://x.com/parulghalout/status/2035956416520069280,https://x.com/parulghalout,parulghalout,parul ghalout,https://pbs.twimg.com/profile_images/589412760515031040/ehckyrV3_bigger.jpg,,FINEELL ( Financial Well-being program) with Emirates NBD  @mnsadiq84 @skrana111 @dxb_sknj,"FINEELL ( Financial Well-being program) with Emirates NBD  <a href=""/mnsadiq84"" title=""naveed sadiq"">@mnsadiq84</a> <a href=""/skrana111"" title=""sandeep kumar"">@skrana111</a> <a href=""/dxb_sknj"" title=""dxb_sknj"">@dxb_sknj</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:46 AM UTC",2026-03-23 05:46:00+00:00,,"['https://x.com/mnsadiq84', 'https://x.com/skrana111', 'https://x.com/dxb_sknj']",0,0,0,5,ENBD,FINEELL (Financial Well-being program) with Emirates NBD,Cust,Neutral,2026-03-23 09:46:00+04:00,23-03-2026
2035956407212925393,https://x.com/Sosomostafa729S/status/2035956407212925393,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,Exchanger volunteer program @semeet @SelmaRomola @ibushra_03,"Exchanger volunteer program <a href=""/semeet"" title=""seema shelat"">@semeet</a> <a href=""/SelmaRomola"" title=""Selma Romola"">@SelmaRomola</a> <a href=""/ibushra_03"" title=""Bushra Muhammad 🇦🇪"">@ibushra_03</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:46 AM UTC",2026-03-23 05:46:00+00:00,,"['https://x.com/semeet', 'https://x.com/SelmaRomola', 'https://x.com/ibushra_03']",0,0,0,3,ENBD,Exchanger volunteer program,Cust,Neutral,2026-03-23 09:46:00+04:00,23-03-2026
2035956342763258332,https://x.com/Sosomostafa729S/status/2035956342763258332,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,Exchanger volunteer program @Emy191990 @ibushra_03 @parulghalout,"Exchanger volunteer program <a href=""/Emy191990"" title=""Eman Mohamed"">@Emy191990</a> <a href=""/ibushra_03"" title=""Bushra Muhammad 🇦🇪"">@ibushra_03</a> <a href=""/parulghalout"" title=""parul ghalout"">@parulghalout</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:46 AM UTC",2026-03-23 05:46:00+00:00,,"['https://x.com/Emy191990', 'https://x.com/ibushra_03', 'https://x.com/parulghalout']",0,0,0,3,ENBD,Exchanger volunteer program,Cust,Neutral,2026-03-23 09:46:00+04:00,23-03-2026
2035956152442449955,https://x.com/Sosomostafa729S/status/2035956152442449955,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,FINEELL ( Financial Well-being program) with Emirates NBD @parulghalout @Emy191990 @Salma2232019,"FINEELL ( Financial Well-being program) with Emirates NBD <a href=""/parulghalout"" title=""parul ghalout"">@parulghalout</a> <a href=""/Emy191990"" title=""Eman Mohamed"">@Emy191990</a> <a href=""/Salma2232019"" title=""Salma"">@Salma2232019</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:45 AM UTC",2026-03-23 05:45:00+00:00,,"['https://x.com/parulghalout', 'https://x.com/Emy191990', 'https://x.com/Salma2232019']",0,0,0,4,ENBD,FINEELL (Financial Well-being program) with Emirates NBD,Cust,Neutral,2026-03-23 09:45:00+04:00,23-03-2026
2035956075355361747,https://x.com/Sosomostafa729S/status/2035956075355361747,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,FINEELL ( Financial Well-being program) with Emirates NBD @SelmaRomola @Salma2232019 @semeet,"FINEELL ( Financial Well-being program) with Emirates NBD <a href=""/SelmaRomola"" title=""Selma Romola"">@SelmaRomola</a> <a href=""/Salma2232019"" title=""Salma"">@Salma2232019</a> <a href=""/semeet"" title=""seema shelat"">@semeet</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:45 AM UTC",2026-03-23 05:45:00+00:00,,"['https://x.com/SelmaRomola', 'https://x.com/Salma2232019', 'https://x.com/semeet']",0,0,0,3,ENBD,FINEELL (Financial Well-being program) with Emirates NBD,Cust,Neutral,2026-03-23 09:45:00+04:00,23-03-2026
2035956001279775104,https://x.com/Sosomostafa729S/status/2035956001279775104,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,FINEELL ( Financial Well-being program) with Emirates NBD @Emy191990 @parulghalout @ibushra_03,"FINEELL ( Financial Well-being program) with Emirates NBD <a href=""/Emy191990"" title=""Eman Mohamed"">@Emy191990</a> <a href=""/parulghalout"" title=""parul ghalout"">@parulghalout</a> <a href=""/ibushra_03"" title=""Bushra Muhammad 🇦🇪"">@ibushra_03</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:45 AM UTC",2026-03-23 05:45:00+00:00,,"['https://x.com/Emy191990', 'https://x.com/parulghalout', 'https://x.com/ibushra_03']",0,0,0,7,ENBD,FINEELL (Financial Well-being program) with Emirates NBD,Cust,Neutral,2026-03-23 09:45:00+04:00,23-03-2026
2035955834002501721,https://x.com/Sosomostafa729S/status/2035955834002501721,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,Via the ENBD X Mobile App. @Emy191990 @Salma2232019 @Salma2232019,"Via the ENBD X Mobile App. <a href=""/Emy191990"" title=""Eman Mohamed"">@Emy191990</a> <a href=""/Salma2232019"" title=""Salma"">@Salma2232019</a> <a href=""/Salma2232019"" title=""Salma"">@Salma2232019</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:44 AM UTC",2026-03-23 05:44:00+00:00,,"['https://x.com/Emy191990', 'https://x.com/Salma2232019', 'https://x.com/Salma2232019']",0,0,0,3,ENBD,Through the ENBD X Mobile App.,Cust,Neutral,2026-03-23 09:44:00+04:00,23-03-2026
2035955759859834985,https://x.com/Sosomostafa729S/status/2035955759859834985,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,Via the ENBD X Mobile App. @SelmaRomola @semeet @ibushra_03,"Via the ENBD X Mobile App. <a href=""/SelmaRomola"" title=""Selma Romola"">@SelmaRomola</a> <a href=""/semeet"" title=""seema shelat"">@semeet</a> <a href=""/ibushra_03"" title=""Bushra Muhammad 🇦🇪"">@ibushra_03</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:44 AM UTC",2026-03-23 05:44:00+00:00,,"['https://x.com/SelmaRomola', 'https://x.com/semeet', 'https://x.com/ibushra_03']",0,0,0,5,ENBD,Through the ENBD X Mobile App.,Cust,Neutral,2026-03-23 09:44:00+04:00,23-03-2026
2035955684098163029,https://x.com/Sosomostafa729S/status/2035955684098163029,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,Via the ENBD X Mobile App. @Emy191990 @parulghalout @Salma2232019,"Via the ENBD X Mobile App. <a href=""/Emy191990"" title=""Eman Mohamed"">@Emy191990</a> <a href=""/parulghalout"" title=""parul ghalout"">@parulghalout</a> <a href=""/Salma2232019"" title=""Salma"">@Salma2232019</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:43 AM UTC",2026-03-23 05:43:00+00:00,,"['https://x.com/Emy191990', 'https://x.com/parulghalout', 'https://x.com/Salma2232019']",0,0,0,5,ENBD,Through the ENBD X Mobile App.,Cust,Neutral,2026-03-23 09:43:00+04:00,23-03-2026
2035955579966173454,https://x.com/Sosomostafa729S/status/2035955579966173454,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,Via the ENBD X Mobile App. @semeet @SelmaRomola @Salma2232019,"Via the ENBD X Mobile App. <a href=""/semeet"" title=""seema shelat"">@semeet</a> <a href=""/SelmaRomola"" title=""Selma Romola"">@SelmaRomola</a> <a href=""/Salma2232019"" title=""Salma"">@Salma2232019</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:43 AM UTC",2026-03-23 05:43:00+00:00,,"['https://x.com/semeet', 'https://x.com/SelmaRomola', 'https://x.com/Salma2232019']",0,0,0,4,ENBD,Through the ENBD X Mobile App.,Cust,Neutral,2026-03-23 09:43:00+04:00,23-03-2026
2035955485564936537,https://x.com/Sosomostafa729S/status/2035955485564936537,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,Via the ENBD X Mobile App. @SelmaRomola @Emy191990 @parulghalout,"Via the ENBD X Mobile App. <a href=""/SelmaRomola"" title=""Selma Romola"">@SelmaRomola</a> <a href=""/Emy191990"" title=""Eman Mohamed"">@Emy191990</a> <a href=""/parulghalout"" title=""parul ghalout"">@parulghalout</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:43 AM UTC",2026-03-23 05:43:00+00:00,,"['https://x.com/SelmaRomola', 'https://x.com/Emy191990', 'https://x.com/parulghalout']",0,0,0,7,ENBD,Through the ENBD X Mobile App.,Cust,Neutral,2026-03-23 09:43:00+04:00,23-03-2026
2035955401255235904,https://x.com/Sosomostafa729S/status/2035955401255235904,https://x.com/Sosomostafa729S,Sosomostafa729S,Soha.mostafa77,https://pbs.twimg.com/profile_images/2034153587794972677/yhnd0_Le_bigger.jpg,,Via the ENBD X Mobile App. @Emy191990 @Salma2232019 @semeet,"Via the ENBD X Mobile App. <a href=""/Emy191990"" title=""Eman Mohamed"">@Emy191990</a> <a href=""/Salma2232019"" title=""Salma"">@Salma2232019</a> <a href=""/semeet"" title=""seema shelat"">@semeet</a>",False,,['EmiratesNBD_AE'],1h,"Mar 23, 2026 · 5:42 AM UTC",2026-03-23 05:42:00+00:00,,"['https://x.com/Emy191990', 'https://x.com/Salma2232019', 'https://x.com/semeet']",0,0,0,3,ENBD,Through the ENBD X Mobile App.,Cust,Neutral,2026-03-23 09:42:00+04:00,23-03-2026
